,scenario_id,shift_value
0,0,1.136747665263346
1,1,0.9970534238176361
2,2,1.2012950042542534
3,3,1.068999218388157
4,4,0.974422521640139
5,5,0.9169427110775529
6,6,1.0140460263340396
7,7,0.998353822143433
8,8,0.909461467928445
9,9,1.009716422091574
10,10,1.1333038201545973
11,11,0.8969101265348353
12,12,0.9751994163676627
13,13,0.8953357581601943
14,14,1.0458845724152983
15,15,0.9788871005104854
16,16,0.932349950373955
17,17,1.006109170231296
18,18,0.9720614593702699
19,19,1.1110682511059442
20,20,0.927446951919865
21,21,0.9732737159104567
22,22,0.9959168500585078
23,23,0.9978369490557283
24,24,0.9967243555368488
25,25,0.8894979910164972
26,26,0.8073143779721017
27,27,0.8954057856789193
28,28,0.8774890166853402
29,29,1.0131173316660775
30,30,1.103552495976345
31,31,0.85645459956856
32,32,1.0760638085946426
33,33,0.9087885634171918
34,34,1.0748304251986045
35,35,0.9018521156887777
36,36,1.1602309596133262
37,37,0.8508249932868422
38,38,0.9703359373208656
39,39,0.9098701488986499
40,40,0.8413326597476392
41,41,0.9261767825635666
42,42,0.9953279687607735
43,43,1.1301476621756645
44,44,0.8889140281058013
45,45,1.1956977372837683
46,46,1.0749605701519684
47,47,0.7398652776001244
48,48,1.2828517340284797
49,49,1.1353094942584234
50,50,1.0017859553931707
51,51,1.189474192307293
52,52,1.047997285510424
53,53,0.9022289771104658
54,54,1.001736760500319
55,55,0.8537546953146455
56,56,1.2007559732597146
57,57,1.1928382915041003
58,58,1.1052255867040643
59,59,0.915055434406325
60,60,1.076550141867978
61,61,0.873743730785967
62,62,1.0986938829347055
63,63,0.9731828119589732
64,64,0.9871827343024857
65,65,0.9529617784183064
66,66,1.0231521117959046
67,67,1.0124931855666062
68,68,0.8913860839885642
69,69,0.9351063509765006
70,70,0.9191271148005351
71,71,0.9713874996701111
72,72,1.1189138801650813
73,73,0.9430984125062506
74,74,0.9801989170926532
75,75,1.0387663288375655
76,76,0.8820982272471396
77,77,1.0038151548632679
78,78,0.9601693146587498
79,79,1.129415497755916
80,80,1.110797724239151
81,81,0.9941668600959312
82,82,1.0500428082610882
83,83,0.9422772939144133
84,84,0.9703160842878932
85,85,0.9797105274092461
86,86,1.1788657036949524
